timestamp,temperature,humidity,temp_avg,hum_avg,temp_norm,hum_norm
2025-09-09 06:44:18,24.4,66.1,24.4,66.44666666666666,0.8571428571428541,0.2075471698113187
2025-09-09 06:44:20,24.5,65.9,24.40666666666667,66.41,1.0,0.16981132075471805
2025-09-09 06:44:23,24.5,66.2,24.41,66.39,1.0,0.22641509433962348
2025-09-09 06:44:25,24.4,66.2,24.41,66.37333333333333,0.8571428571428541,0.22641509433962348
2025-09-09 06:44:27,24.4,66.6,24.41,66.36,0.8571428571428541,0.30188679245282835
2025-09-09 06:44:29,24.5,65.9,24.416666666666668,66.35,1.0,0.16981132075471805
2025-09-09 06:44:32,24.4,66.4,24.416666666666664,66.33666666666666,0.8571428571428541,0.2641509433962277
2025-09-09 06:44:34,24.4,66.1,24.41333333333333,66.34,0.8571428571428541,0.2075471698113187
2025-09-09 06:44:36,24.5,66.3,24.416666666666668,66.33,1.0,0.2452830188679247
2025-09-09 06:44:38,24.4,66.3,24.416666666666668,66.29333333333334,0.8571428571428541,0.2452830188679247
2025-09-09 06:44:41,24.5,66.3,24.42,66.28333333333333,1.0,0.2452830188679247
2025-09-09 06:44:43,24.4,66.1,24.42,66.27000000000001,0.8571428571428541,0.2075471698113187
2025-09-09 06:44:45,24.4,66.3,24.42,66.26333333333334,0.8571428571428541,0.2452830188679247
2025-09-09 06:44:47,24.4,66.2,24.419999999999998,66.25,0.8571428571428541,0.22641509433962348
2025-09-09 06:44:50,24.4,66.3,24.423333333333332,66.24333333333333,0.8571428571428541,0.2452830188679247
2025-09-09 06:44:52,24.4,66.1,24.423333333333336,66.22333333333333,0.8571428571428541,0.2075471698113187
2025-09-09 06:44:54,24.4,66.0,24.426666666666666,66.21333333333332,0.8571428571428541,0.18867924528301927
2025-09-09 06:44:56,24.4,66.6,24.426666666666666,66.22333333333333,0.8571428571428541,0.30188679245282835
2025-09-09 06:44:59,24.4,66.8,24.423333333333332,66.22333333333333,0.8571428571428541,0.33962264150943255
2025-09-09 06:45:01,24.3,66.8,24.42,66.25,0.7142857142857153,0.33962264150943255
2025-09-09 06:45:03,24.5,66.3,24.42,66.24333333333333,1.0,0.2452830188679247
2025-09-09 06:45:05,24.4,66.5,24.42,66.24,0.8571428571428541,0.2830188679245289
2025-09-09 06:45:08,24.4,65.9,24.42,66.23666666666666,0.8571428571428541,0.16981132075471805
2025-09-09 06:45:10,24.4,66.5,24.416666666666668,66.27333333333334,0.8571428571428541,0.2830188679245289
2025-09-09 06:45:12,24.5,66.3,24.419999999999998,66.28,1.0,0.2452830188679247
2025-09-09 06:45:15,24.4,66.1,24.419999999999998,66.27333333333333,0.8571428571428541,0.2075471698113187
2025-09-09 06:45:17,24.4,65.0,24.42,66.22,0.8571428571428541,0.0
2025-09-09 06:45:19,24.4,66.2,24.42,66.22666666666666,0.8571428571428541,0.22641509433962348
2025-09-09 06:45:21,24.4,66.1,24.42,66.22,0.8571428571428541,0.2075471698113187
2025-09-09 06:45:24,24.5,66.1,24.423333333333332,66.21666666666667,1.0,0.2075471698113187
2025-09-09 06:45:26,24.4,66.3,24.423333333333332,66.22333333333333,0.8571428571428541,0.2452830188679247
2025-09-09 06:45:28,24.4,67.1,24.419999999999998,66.26333333333334,0.8571428571428541,0.396226415094338
2025-09-09 06:45:30,24.4,66.4,24.416666666666664,66.27,0.8571428571428541,0.2641509433962277
2025-09-09 06:45:33,24.4,66.6,24.416666666666668,66.28333333333333,0.8571428571428541,0.30188679245282835
2025-09-09 06:45:35,24.4,66.0,24.416666666666668,66.26333333333334,0.8571428571428541,0.18867924528301927
2025-09-09 06:45:42,24.4,66.5,24.413333333333334,66.28333333333333,0.8571428571428541,0.2830188679245289
2025-09-09 06:45:44,24.4,66.2,24.413333333333334,66.27666666666667,0.8571428571428541,0.22641509433962348
2025-09-09 06:45:46,24.4,66.0,24.413333333333334,66.27333333333333,0.8571428571428541,0.18867924528301927
2025-09-09 06:45:48,24.4,66.6,24.41,66.28333333333333,0.8571428571428541,0.30188679245282835
2025-09-09 06:45:53,24.4,66.2,24.41,66.28,0.8571428571428541,0.22641509433962348
2025-09-09 06:45:55,24.4,65.8,24.406666666666663,66.26333333333334,0.8571428571428541,0.15094339622641506
2025-09-09 06:45:57,24.4,65.7,24.406666666666663,66.24999999999999,0.8571428571428541,0.13207547169811384
2025-09-09 06:46:00,24.4,66.5,24.406666666666663,66.25666666666666,0.8571428571428541,0.2830188679245289
2025-09-09 06:46:02,24.4,65.9,24.40666666666667,66.24666666666666,0.8571428571428541,0.16981132075471805
2025-09-09 06:46:04,24.4,66.0,24.40666666666667,66.23666666666666,0.8571428571428541,0.18867924528301927
2025-09-09 06:46:06,24.4,66.0,24.406666666666663,66.23333333333333,0.8571428571428541,0.18867924528301927
2025-09-09 06:46:09,24.4,66.6,24.406666666666663,66.25333333333333,0.8571428571428541,0.30188679245282835
2025-09-09 06:46:11,24.4,66.7,24.406666666666663,66.25666666666666,0.8571428571428541,0.3207547169811331
2025-09-09 06:46:13,24.4,66.3,24.406666666666663,66.24,0.8571428571428541,0.2452830188679247
2025-09-09 06:46:15,24.4,66.3,24.41,66.22333333333333,0.8571428571428541,0.2452830188679247
2025-09-09 06:46:18,24.4,66.1,24.406666666666663,66.21666666666667,0.8571428571428541,0.2075471698113187
2025-09-09 06:46:20,24.4,66.2,24.406666666666663,66.20666666666666,0.8571428571428541,0.22641509433962348
2025-09-09 06:46:22,24.4,67.2,24.406666666666663,66.25,0.8571428571428541,0.41509433962264275
